X,Y
0,0
-0.08404867745362052,-0.012376957388150088
-0.08404867745362052,-0.012376957388150088
-0.08412558730289535,-0.009847480747225395
-0.08412558730289535,-0.009847480747225395
-0.08412558730289535,-0.009847480747225395
-0.08390115653578659,-0.008210075675522304
-0.08390115653578659,-0.008210075675522304
-0.08390115653578659,-0.008210075675522304
-0.08363436310150722,-0.007709503449178395
-0.08363436310150722,-0.007709503449178395
-0.08363436310150722,-0.007709503449178395
-0.08363436310150722,-0.007709503449178395
-0.08362674993298587,-0.007704788606124405
-0.08364188864400242,-0.007715891510794879
-0.08364188864400242,-0.007715891510794879
-0.08364188864400242,-0.007715891510794879
-0.08364188864400242,-0.007715891510794879
-0.08364188864400242,-0.007715891510794879
-0.08365751695391002,-0.007727256201925657
-0.08365751695391002,-0.007727256201925657
-0.08367268465127466,-0.007738289068726532
-0.08367268465127466,-0.007738289068726532
-0.08367268465127466,-0.007738289068726532
-0.08367268465127466,-0.007738289068726532
-0.08367268465127466,-0.007738289068726532
-0.08368785306876494,-0.007749324751112361
-0.08368785306876494,-0.007749324751112361
-0.08368785306876494,-0.007749324751112361
-0.08370348338171982,-0.00776069885077697
-0.08370348338171982,-0.00776069885077697
-0.08370348338171982,-0.00776069885077697
-0.08371865740884542,-0.007771743382927164
-0.08371865740884542,-0.007771743382927164
-0.08371865740884542,-0.007771743382927164
-0.08371865740884542,-0.007771743382927164
-0.08373383591822124,-0.00778279377231208
-0.08373383591822124,-0.00778279377231208
-0.08373383591822124,-0.00778279377231208
-0.08374948010920967,-0.007794186058927804
-0.08374948010920967,-0.007794186058927804
-0.08374948010920967,-0.007794186058927804
-0.08376467064273425,-0.007805250905101991
-0.08376467064273425,-0.007805250905101991
-0.08376467064273425,-0.007805250905101991
-0.08376467064273425,-0.007805250905101991
-0.08377986834995799,-0.007816323971720728
-0.08377986834995799,-0.007816323971720728
-0.0837955348531445,-0.00782774185001808
-0.0837955348531445,-0.00782774185001808
-0.0837955348531445,-0.00782774185001808
-0.08381074925351148,-0.007838833482878766
-0.08381074925351148,-0.007838833482878766
-0.08381074925351148,-0.007838833482878766
-0.08382597278582696,-0.007849935064600116
-0.08382597278582696,-0.007849935064600116
-0.08382597278582696,-0.007849935064600116
-0.08384166773782223,-0.007861383950532833
-0.08384166773782223,-0.007861383950532833
-0.08384166773782223,-0.007861383950532833
-0.08385691135603573,-0.00787250710255901
-0.08385691135603573,-0.00787250710255901
-0.08387216552699847,-0.007883641466179897
-0.08387216552699847,-0.007883641466179897
