X,Y
0.08053415268659592,-0.1719580739736557
0.08053415268659592,-0.1719580739736557
0.08052404969930649,-0.17198127508163452
0.08052404969930649,-0.17198127508163452
0.08052404969930649,-0.17198127508163452
0.08053415268659592,-0.1719580739736557
0.08053415268659592,-0.1719580739736557
0.08053415268659592,-0.1719580739736557
0.08053415268659592,-0.1719580739736557
0.08053415268659592,-0.1719580739736557
0.08053415268659592,-0.1719580739736557
0.08053415268659592,-0.1719580739736557
0.08052404969930649,-0.17198127508163452
0.08052404969930649,-0.17198127508163452
0.08052404969930649,-0.17198127508163452
0.08052404969930649,-0.17198127508163452
0.08052404969930649,-0.17198127508163452
0.08052404969930649,-0.17198127508163452
0.08052404969930649,-0.17198127508163452
0.08052404969930649,-0.17198127508163452
0.08052404969930649,-0.17198127508163452
0.08052404969930649,-0.17198127508163452
0.08052404969930649,-0.17198127508163452
0.08052404969930649,-0.17198127508163452
0.08052404969930649,-0.17198127508163452
0.08052404969930649,-0.17198127508163452
0.08052404969930649,-0.17198127508163452
0.08052404969930649,-0.17198127508163452
0.08052404969930649,-0.17198127508163452
0.08052404969930649,-0.17198127508163452
0.08052404969930649,-0.17198127508163452
0.08052404969930649,-0.17198127508163452
0.08053415268659592,-0.1719580739736557
0.08053415268659592,-0.1719580739736557
0.08053415268659592,-0.1719580739736557
0.08053415268659592,-0.1719580739736557
0.08053415268659592,-0.1719580739736557
0.08053415268659592,-0.1719580739736557
0.08052404969930649,-0.17198127508163452
0.08052404969930649,-0.17198127508163452
0.08052404969930649,-0.17198127508163452
0.08052404969930649,-0.17198127508163452
0.08052404969930649,-0.17198127508163452
0.08052404969930649,-0.17198127508163452
0.08052404969930649,-0.17198127508163452
0.08052404969930649,-0.17198127508163452
0.08052404969930649,-0.17198127508163452
0.08052404969930649,-0.17198127508163452
0.08053415268659592,-0.1719580739736557
0.08053415268659592,-0.1719580739736557
0.08053415268659592,-0.1719580739736557
0.08053415268659592,-0.1719580739736557
0.08053415268659592,-0.1719580739736557
0.08053415268659592,-0.1719580739736557
0.08053415268659592,-0.1719580739736557
0.08052404969930649,-0.17198127508163452
0.08052404969930649,-0.17198127508163452
0.08052404969930649,-0.17198127508163452
0.08053415268659592,-0.1719580739736557
0.08053415268659592,-0.1719580739736557
0.08053415268659592,-0.1719580739736557
0.08053415268659592,-0.1719580739736557
0.08053415268659592,-0.1719580739736557
0.08053415268659592,-0.1719580739736557
0.08053415268659592,-0.1719580739736557
0.08052405714988708,-0.17198128998279572
0.08052405714988708,-0.17198128998279572
0.08052405714988708,-0.17198128998279572
0.08052405714988708,-0.17198128998279572
0.08053416013717651,-0.1719580888748169
0.08053416013717651,-0.1719580888748169
0.08053416013717651,-0.1719580888748169
0.08053416013717651,-0.1719580888748169
0.08053416013717651,-0.1719580888748169
0.08053416013717651,-0.1719580888748169
0.08053416013717651,-0.1719580888748169
0.08052405714988708,-0.17198128998279572
0.08052405714988708,-0.17198128998279572
0.08052405714988708,-0.17198128998279572
0.08052405714988708,-0.17198128998279572
0.08052405714988708,-0.17198128998279572
0.08052405714988708,-0.17198128998279572
0.08052405714988708,-0.17198128998279572
0.08052405714988708,-0.17198128998279572
0.08052405714988708,-0.17198128998279572
0.08052405714988708,-0.17198128998279572
0.08052405714988708,-0.17198128998279572
0.08052405714988708,-0.17198128998279572
