V_actual,OMEGA_actual,V_ref,OMEGA_ref
0.002821693719268842,-0.31389006226892846,0.0,-0.3141592653589793
0.002827495875140211,-0.3141832499339486,0.0,-0.3141592653589793
0.0028374136998007356,-0.31456914327058855,0.0,-0.3141592653589793
0.002840855678597492,-0.3147399575733391,0.0,-0.3141592653589793
0.0028392011645845525,-0.3147313173153824,0.0,-0.3141592653589793
0.002835494627255962,-0.3145739642860206,0.0,-0.3141592653589793
0.0028279883532672987,-0.3142089833097101,0.0,-0.3141592653589793
0.002809416056492547,-0.313184656509439,0.0,-0.3141592653589793
0.0027851511640652267,-0.3088477577871917,0.0,-0.3141592653589793
0.0013273182007760408,-0.28983028528768356,0.0,-0.3141592653589793
0.0028517168230417582,-0.3117762282940914,0.0,-0.3141592653589793
0.0027874915907954547,-0.3113874512778804,0.0,-0.3141592653589793
0.0027806576056762736,-0.31108872904922535,0.0,-0.3141592653589793
0.002794382478628614,-0.3110698943021771,0.0,-0.3141592653589793
0.002790099853082613,-0.3114056061283416,0.0,-0.3141592653589793
0.0027918340040989417,-0.3115880427700928,0.0,-0.3141592653589793
0.00279669682633351,-0.31197445790217926,0.0,-0.3141592653589793
0.0028013002122472637,-0.3122651161484501,0.0,-0.3141592653589793
0.0028047255857385463,-0.3124549372954147,0.0,-0.3141592653589793
0.0028114586777492657,-0.3128437445062022,0.0,-0.3141592653589793
0.002816574327273689,-0.31313791265347396,0.0,-0.3141592653589793
0.002822372664669048,-0.3134333350243857,0.0,-0.3141592653589793
0.0028268170789906466,-0.31362780057793416,0.0,-0.3141592653589793
0.0028343768763159053,-0.31391967941126836,0.0,-0.3141592653589793
0.0028413663816633863,-0.3142180781509648,0.0,-0.3141592653589793
0.0028478352642871394,-0.3145147450462338,0.0,0.0
3.659340782325835e-05,-0.001131110808915154,0.0,0.0
3.934429786003622e-05,-0.0011383399075186578,0.0,0.0
4.1090326113557594e-05,-0.0011424142186553174,0.0,0.0
4.339788898781176e-05,-0.001146798031440124,0.0,0.0
4.5892143273372306e-05,-0.0011512670881197666,0.0,0.0
4.694937255721587e-05,-0.001152972156962029,0.0,0.0
4.8266669131161966e-05,-0.0011554606323964643,0.0,0.0
4.932883099853609e-05,-0.001158203279515262,0.0,0.0
4.997795312563326e-05,-0.0011603756148506235,0.0,0.0
5.083336509898406e-05,-0.001162885808317439,0.0,0.0
5.1226629050324146e-05,-0.0011640340091633322,0.0,0.0
5.176522678080664e-05,-0.001165698874381921,0.0,0.0
5.2231627842097405e-05,-0.0011672668093099824,0.0,0.0
5.2748760475263684e-05,-0.0011692095524079944,0.0,0.0
5.306751153805507e-05,-0.00117054648645181,0.0,0.0
5.32524803358578e-05,-0.0011713845224010546,0.0,0.0
5.350147736377464e-05,-0.0011725948937681848,0.0,0.0
5.371712876412159e-05,-0.0011737484687124175,0.0,0.0
5.396544677511769e-05,-0.0011752186900291475,0.0,0.0
5.412574317884299e-05,-0.001176271526155619,0.0,0.0
5.4222158281184604e-05,-0.001176948762046866,0.0,0.0
5.435626936590161e-05,-0.0011779526470816583,0.0,0.0
5.447827868152702e-05,-0.001178933369898805,0.0,0.0
5.458977293346911e-05,-0.001179896613571772,0.0,0.0
5.4693010811878844e-05,-0.001180844576518313,0.0,0.0
5.4789550037873247e-05,-0.0011817796541266116,0.0,0.0
5.4910392461835214e-05,-0.0011830163510021293,0.0,0.0
5.496669727294943e-05,-0.00118362058552157,0.0,0.0
5.504896836652465e-05,-0.0011845303629614919,0.0,0.0
5.51281528438724e-05,-0.0011854343626412798,0.0,0.0
5.5230356333169695e-05,-0.0011866384647800684,0.0,0.0
5.5304263007219794e-05,-0.0011875325698717653,0.0,0.0
5.537614513574477e-05,-0.0011884248595317754,0.0,0.0
5.5446688087821283e-05,-0.0011893148137944645,0.0,0.0
5.5492621327796935e-05,-0.0011899011329700587,0.0,0.0
5.5584597097284656e-05,-0.0011910896320669274,0.0,0.0
5.5652405214813264e-05,-0.0011919748464980836,0.0,0.0
5.569655992328219e-05,-0.0011925591756610607,0.0,0.0
5.5785312597868376e-05,-0.0011937450427286808,0.0,0.0
5.585101554267005e-05,-0.00119462937917267,0.0,0.0
5.589417139223869e-05,-0.001195212822945505,0.0,0.0
5.598138477922577e-05,-0.0011963969257515609,0.0,0.0
5.604643907982254e-05,-0.0011972795957887633,0.0,0.0
5.6111057659467673e-05,-0.0011981629599522126,0.0,0.0
5.61754813331637e-05,-0.0011990463011886656,0.0,0.0
5.623973590280143e-05,-0.0011999296719328008,0.0,0.0
5.628206357037455e-05,-0.0012005127338333293,0.0,0.0
5.634611393432423e-05,-0.001201396136966155,0.0,0.0
5.641008223611276e-05,-0.001202279398773914,0.0,0.0
5.649502964294394e-05,-0.0012034648674056304,0.0,0.0
5.6536778012292695e-05,-0.0012040490033242142,0.0,0.0
5.662142312150448e-05,-0.0012052352345604549,0.0,0.0
5.6663063422518996e-05,-0.0012058196321151234,0.0,0.0
5.672616756344322e-05,-0.0012067049561657252,0.0,0.0
5.6810303084174965e-05,-0.0012078923232284567,0.0,0.0
5.6851556980831e-05,-0.0012084776724327504,0.0,0.0
5.6935131927592395e-05,-0.0012096668060780713,0.0,0.0
5.6976161848937306e-05,-0.0012102529867440346,0.0,0.0
5.7038275759429355e-05,-0.001211141337075058,0.0,0.0
5.7100450906199815e-05,-0.0012120294408200201,0.0,0.0
5.7162232409342265e-05,-0.0012129186189240191,0.0,0.0
5.724472437230078e-05,-0.0012141110429212195,0.0,0.0
5.7285315219984105e-05,-0.0012146985158073276,0.0,0.0
5.734671463666613e-05,-0.0012155890443112023,0.0,0.0
5.7408058832554175e-05,-0.0012164798054174152,0.0,0.0
5.74694792116963e-05,-0.0012173702640283157,0.0,0.0
5.7530365152455676e-05,-0.0012182622024537965,0.0,0.0
5.7591152365676145e-05,-0.0012191544807772711,0.0,0.0
5.7651863580194606e-05,-0.001220047085970026,0.0,0.0
5.773302186072166e-05,-0.0012212440151215182,0.0,0.0
5.777299065296002e-05,-0.0012218335659807938,0.0,0.0
5.783349155131244e-05,-0.0012227269213962574,0.0,0.0
5.789349190946567e-05,-0.001223621664442188,0.0,0.0
5.795342425971651e-05,-0.0012245166362049376,0.0,0.0
5.803363370942329e-05,-0.0012257162523388837,0.0,0.0
5.8093391660249854e-05,-0.0012266118265017154,0.0,0.0
5.813285720423828e-05,-0.0012272027772011634,0.0,0.0
5.8192445941334364e-05,-0.0012280987040062406,0.0,0.0
5.825079179116597e-05,-0.0012288199652308678,0.0,0.0
5.8343634010091965e-05,-0.0012297786964987022,0.0,0.0
5.838978719468318e-05,-0.0012302701997708354,0.0,0.0
5.848357750761536e-05,-0.001231286209086332,0.0,0.0
5.8553010928258935e-05,-0.001232054774281984,0.0,0.0
5.8598209048645965e-05,-0.0012325670508394958,0.0,0.0
5.8665954822005974e-05,-0.0012333494977139138,0.0,0.0
5.8756463061305884e-05,-0.001234403511557877,0.0,0.0
5.8800841802069226e-05,-0.0012349246109620235,0.0,0.0
5.8867820075192714e-05,-0.0012357161156346906,0.0,0.0
5.893212035049201e-05,-0.0012365203619264973,0.0,0.0
5.8993653228066984e-05,-0.001237336526254908,0.0,0.0
5.9053394027663e-05,-0.0012381611482246673,0.0,0.0
5.911175071039956e-05,-0.0012389930067830137,0.0,0.0
5.9169257253327434e-05,-0.0012398297733637372,0.0,0.0
5.9225674871912175e-05,-0.001240671735340906,0.0,0.0
5.928101564572365e-05,-0.0012415187426526436,0.0,0.0
5.9335500345447976e-05,-0.0012423702262392778,0.0,0.0
5.9407246797873434e-05,-0.0012435176251783932,0.0,0.0
5.945982729582151e-05,-0.0012443787531462467,0.0,0.0
5.95107115671849e-05,-0.0012452474578248354,0.0,0.0
5.9560513815335926e-05,-0.0012461207706025734,0.0,0.0
5.959331799950894e-05,-0.0012466972467133635,0.0,0.0
5.965976002610106e-05,-0.0012478678828619437,0.0,0.0
5.96924103917557e-05,-0.0012484445362066824,0.0,0.0
5.975845336304513e-05,-0.0012496158109569287,0.0,0.0
5.979060073620995e-05,-0.0012501937005708341,0.0,0.0
5.9855708410121534e-05,-0.0012513671921347315,0.0,0.0
5.988769062493514e-05,-0.0012519452772615323,0.0,0.0
5.995225876554639e-05,-0.0012531201028901987,0.0,0.0
5.998401598289165e-05,-0.001253698697313266,0.0,0.0
6.0047650715951964e-05,-0.0012548756539320044,0.0,0.0
6.009490100107729e-05,-0.0012557544449567997,0.0,0.0
6.012601483225929e-05,-0.0012563345355517883,0.0,0.0
6.017304393480102e-05,-0.0012572136109246486,0.0,0.0
6.021993585590076e-05,-0.0012580928167491825,0.0,0.0
6.028207251080908e-05,-0.0012592724067947403,0.0,0.0
6.031242621855264e-05,-0.0012598541613246708,0.0,0.0
6.0358219968978566e-05,-0.0012607361667790805,0.0,0.0
6.040387152673457e-05,-0.001261618327084703,0.0,0.0
6.04493785601864e-05,-0.0012625006102629133,0.0,0.0
6.049444876684155e-05,-0.0012633837542932083,0.0,0.0
6.0554529990779856e-05,-0.0012645673494698405,0.0,0.0
6.058402762273943e-05,-0.001265150383500496,0.0,0.0
6.0643683333761715e-05,-0.0012663344681555213,0.0,0.0
6.0672897000842145e-05,-0.0012669181257714223,0.0,0.0
6.071679733828496e-05,-0.001267803148407113,0.0,0.0
6.077513884707682e-05,-0.0012689897890591016,0.0,0.0
6.08185778975607e-05,-0.0012698751622070648,0.0,0.0
6.0847159917922575e-05,-0.0012704595603560782,0.0,0.0
6.089034076638904e-05,-0.0012713450883527285,0.0,0.0
6.094760209850553e-05,-0.001272532748093066,0.0,0.0
6.098999874779932e-05,-0.0012734191099313483,0.0,0.0
6.101796031587537e-05,-0.001274003631897744,0.0,0.0
6.107444855993573e-05,-0.0012751902135087517,0.0,0.0
6.110219522192243e-05,-0.0012757744232881018,0.0,0.0
6.114398867206402e-05,-0.0012766596333741054,0.0,0.0
6.118533918437123e-05,-0.0012775454815028777,0.0,0.0
6.122659138877257e-05,-0.0012784309117081377,0.0,0.0
6.126774556195692e-05,-0.0012793160858729463,0.0,0.0
6.130880708744764e-05,-0.0012802009445678408,0.0,0.0
6.134960759932018e-05,-0.0012810857893393686,0.0,0.0
6.70421898510935e-05,-0.001276866112646277,0.0,0.0
6.711562908702421e-05,-0.0012780527405490856,0.0,0.0
6.715249827472741e-05,-0.0012786390529157896,0.0,0.0
6.720917184750529e-05,-0.0012795295804728863,0.0,0.0
6.728634345544435e-05,-0.0012807262595171968,0.0,0.0
6.732476527078513e-05,-0.001281316827741817,0.0,0.0
6.738331864515727e-05,-0.0012822128220255807,0.0,0.0
6.746218172734719e-05,-0.0012834155383892824,0.0,0.0
6.750103198094668e-05,-0.0012840088896219886,0.0,0.0
6.756008541306946e-05,-0.0012849085391020436,0.0,0.0
6.763947223850021e-05,-0.0012861150292060631,0.0,0.0
6.767864585645017e-05,-0.0012867095915442578,0.0,0.0
6.773801415739778e-05,-0.0012876108938695485,0.0,0.0
6.781759653315206e-05,-0.0012888191254257497,0.0,0.0
6.785654885333258e-05,-0.0012894148282350142,0.0,0.0
6.791551681565999e-05,-0.0012903176802646827,0.0,0.0
6.79744502417021e-05,-0.0012912207558880679,0.0,0.0
6.8033335510952e-05,-0.0012921239086186318,0.0,0.0
6.81120864561284e-05,-0.001293334326624152,0.0,0.0
6.817070553856112e-05,-0.001294237809887667,0.0,0.0
6.82093901273588e-05,-0.0012948338782874226,0.0,0.0
6.826760145668283e-05,-0.0012957376577805181,0.0,0.0
6.834575302886437e-05,-0.0012969477988109188,0.0,0.0
6.840394623143118e-05,-0.0012978507589557257,0.0,0.0
6.846199900381205e-05,-0.001298753670436643,0.0,0.0
6.851985651640591e-05,-0.001299656716491531,0.0,0.0
6.855797575312886e-05,-0.0013002526655984288,0.0,0.0
6.8615663922765e-05,-0.0013011553398099395,0.0,0.0
